Date,Price,Open,High,Low,Vol.,Change %
2015-03-11,295.6,291.4,297.7,288.9,79.98K,1.45%
2015-03-12,293.9,295.6,297,290.8,107.32K,-0.59%
2015-03-13,287.2,293.9,294.9,286.1,97.34K,-2.26%
2015-03-14,281.6,287.2,288.4,279.3,75.72K,-1.95%
2015-03-15,284.9,281.6,286.4,280.4,39.46K,1.16%
2015-03-16,290.4,284.9,294,284.8,66.34K,1.94%
2015-03-17,285.4,290.4,292.5,283.3,65.01K,-1.73%
2015-03-18,255.9,285.4,285.6,248.2,206.74K,-10.32%
2015-03-19,260.9,255.9,264.8,247,180.69K,1.96%
2015-03-20,261.8,260.9,264.7,257.9,52.83K,0.33%
2015-03-21,259.7,261.8,263.3,254,51.65K,-0.79%
2015-03-22,268.6,259.7,270.4,259,56.63K,3.41%
2015-03-23,265.5,268.6,271,259.4,81.45K,-1.16%
2015-03-24,246.7,265.5,267,242.7,151.09K,-7.06%
2015-03-25,246.4,246.7,249.2,234.8,131.44K,-0.14%
2015-03-26,248,246.4,254.7,243.5,89.47K,0.67%
2015-03-27,247.2,248,250.1,244.5,62.56K,-0.33%
2015-03-28,252,247.2,254.3,246.3,55.06K,1.95%
2015-03-29,242.1,252,252.8,238.9,77.54K,-3.94%
2015-03-30,246.8,242.1,248.8,236.6,85.33K,1.95%
2015-03-31,244.1,246.8,248.7,241.2,75.33K,-1.07%
2015-04-01,246.2,244.1,247.7,239.6,67.08K,0.86%
2015-04-02,252.6,246.2,254.9,244.3,81.37K,2.58%
2015-04-03,254.5,252.6,256.5,251.3,71.74K,0.74%
2015-04-04,252.9,254.5,255.2,250.3,30.72K,-0.62%
2015-04-05,259.6,252.9,260.3,250.6,43.83K,2.67%
2015-04-06,255,259.6,261.5,252.3,45.93K,-1.80%
2015-04-07,253,255,255.6,250.1,44.79K,-0.78%
2015-04-08,244.6,253,254.3,242.6,102.65K,-3.32%
2015-04-09,243.3,244.6,246.2,237.6,69.19K,-0.51%
2015-04-10,234.7,243.3,244.1,231.3,100.20K,-3.53%
2015-04-11,236.5,234.7,240,233.1,51.99K,0.75%
2015-04-12,235.9,236.5,237.5,232.3,33.03K,-0.27%
2015-04-13,223.6,235.9,236.8,220.4,105.15K,-5.20%
2015-04-14,218,223.6,224.7,214.3,115.19K,-2.50%
2015-04-15,223,218,223.6,217.1,77.23K,2.28%
2015-04-16,228,223,229.5,222.9,84.89K,2.25%
2015-04-17,222.6,228,229.3,220.6,66.92K,-2.36%
2015-04-18,223.4,222.6,224.5,220.6,36.54K,0.34%
2015-04-19,223,223.4,226.9,222,35.50K,-0.15%
2015-04-20,224.2,223,226.7,221.6,44.87K,0.55%
2015-04-21,233.7,224.2,235.3,223.3,68.35K,4.23%
2015-04-22,233.8,233.7,238.4,231.8,77.56K,0.02%
2015-04-23,235.4,233.8,236.1,232.6,42.45K,0.69%
2015-04-24,231.1,235.4,236.6,229.1,69.78K,-1.83%
2015-04-25,226.1,231.1,232.3,223.1,43.78K,-2.14%
2015-04-26,218.7,226.1,226.7,214.1,100.77K,-3.29%
2015-04-27,229,218.7,242.6,216.6,123.41K,4.69%
2015-04-28,225.8,229,229.9,222,65.97K,-1.38%
2015-04-29,225.4,225.8,227.2,222.3,60.89K,-0.17%
2015-04-30,235.8,225.4,240,224.7,112.24K,4.59%
2015-05-01,233.2,235.8,239.4,232.4,60.14K,-1.09%
2015-05-02,235.3,233.2,236.4,231.7,37.08K,0.91%
2015-05-03,240,235.3,243.6,233.8,55.72K,1.98%
2015-05-04,239,240,243.2,237.4,69.12K,-0.43%
2015-05-05,235.8,239,239.6,231.8,77.87K,-1.32%
2015-05-06,230,235.8,237.1,228.2,103.66K,-2.46%
2015-05-07,237.7,230,240.3,228.3,91.05K,3.35%
2015-05-08,243.7,237.7,247,235.8,87.50K,2.53%
2015-05-09,241.4,243.7,247.9,238.5,62.79K,-0.96%
2015-05-10,240,241.4,244.8,238.2,44.00K,-0.60%
2015-05-11,241.8,240,243.9,238.9,57.17K,0.77%
2015-05-12,241.6,241.8,243,239.2,40.08K,-0.10%
2015-05-13,236.4,241.6,243.9,234.1,84.43K,-2.15%
2015-05-14,236.9,236.4,239.2,232.4,71.02K,0.22%
2015-05-15,237.2,236.9,238.8,235.5,46.03K,0.13%
2015-05-16,236.2,237.2,237.8,234.6,27.05K,-0.41%
2015-05-17,236.3,236.2,237.8,235.4,28.43K,0.03%
2015-05-18,232.6,236.3,237.1,231.5,53.14K,-1.55%
2015-05-19,232,232.6,234.5,231.3,40.94K,-0.27%
2015-05-20,234,232,235.2,231.5,49.69K,0.84%
2015-05-21,235.4,234,236.6,233.6,42.94K,0.61%
2015-05-22,240.4,235.4,242,234.6,74.11K,2.12%
2015-05-23,238.9,240.4,241.7,238.1,36.03K,-0.59%
2015-05-24,241,238.9,242.4,237.5,30.26K,0.85%
2015-05-25,237.4,241,241.8,235.8,26.39K,-1.48%
2015-05-26,237.8,237.4,239,235.6,37.08K,0.18%
2015-05-27,237.3,237.8,238.9,235.9,48.03K,-0.23%
2015-05-28,237.3,237.3,238.4,236.2,35.75K,0.00%
2015-05-29,237,237.3,237.9,235.1,38.92K,-0.12%
2015-05-30,233.2,237,237.1,231.6,41.63K,-1.61%
2015-05-31,229.8,233.2,234,229.1,39.00K,-1.45%
2015-06-01,223.1,229.8,231.8,221,87.06K,-2.92%
2015-06-02,225.7,223.1,227.4,222.3,60.81K,1.17%
2015-06-03,225.6,225.7,227.9,223.7,54.35K,-0.07%
2015-06-04,224.2,225.6,226.7,223.5,44.06K,-0.61%
2015-06-05,225.3,224.2,226.4,222.1,56.46K,0.48%
2015-06-06,224.7,225.3,225.8,223.5,22.47K,-0.24%
2015-06-07,223.5,224.7,226.4,222.2,40.48K,-0.57%
2015-06-08,228.6,223.5,229.9,223,74.15K,2.28%
2015-06-09,229.6,228.6,231.4,227.5,54.84K,0.43%
2015-06-10,228.8,229.6,230.4,227.8,41.64K,-0.34%
2015-06-11,229.9,228.8,230.6,228.5,38.00K,0.48%
2015-06-12,230.5,229.9,231.6,229.3,40.75K,0.25%
2015-06-13,232.5,230.5,233.1,229,38.01K,0.88%
2015-06-14,233.8,232.5,235.5,232.1,32.90K,0.55%
2015-06-15,237,233.8,238.6,233.3,63.47K,1.39%
2015-06-16,249.8,237,254.1,235.7,122.47K,5.41%
2015-06-17,247.4,249.8,258.5,245.1,121.62K,-0.98%
2015-06-18,248.4,247.4,251.9,242.5,78.14K,0.43%
2015-06-19,244.1,248.4,250.8,243.6,84.70K,-1.73%
2015-06-20,245,244.1,246.6,238.7,51.28K,0.35%
2015-06-21,244.1,245,246,240.9,25.15K,-0.36%
2015-06-22,247.5,244.1,248.6,243.2,47.59K,1.38%
2015-06-23,243.8,247.5,247.7,242.3,38.43K,-1.50%
2015-06-24,240.6,243.8,244.5,239.1,47.11K,-1.31%
2015-06-25,242.6,240.6,243.6,239.3,40.36K,0.83%
2015-06-26,242.9,242.6,243.5,240.1,37.62K,0.16%
2015-06-27,250.7,242.9,251.6,241.8,54.70K,3.20%
2015-06-28,248.9,250.7,251.6,246.6,39.89K,-0.74%
2015-06-29,257,248.9,257.5,248,92.64K,3.25%
2015-06-30,264.1,257,268.7,255.4,116.53K,2.78%
2015-07-01,257.6,264.1,265,254.4,66.94K,-2.46%
2015-07-02,254.9,257.6,261.3,253.1,45.01K,-1.06%
2015-07-03,255.4,254.9,256.7,252.4,36.58K,0.20%
2015-07-04,260.5,255.4,261.1,253.4,32.95K,2.02%
2015-07-05,270.1,260.5,274.1,257.6,48.45K,3.68%
2015-07-06,269.1,270.1,277.5,266.5,90.58K,-0.39%
2015-07-07,266.2,269.1,271.3,263.2,41.61K,-1.07%
2015-07-08,268.6,266.2,273.6,263.2,45.29K,0.91%
2015-07-09,269.1,268.6,272.3,265.1,48.39K,0.19%
2015-07-10,283.6,269.1,297.9,266.9,117.17K,5.38%
2015-07-11,292,283.6,298.8,282.3,46.49K,2.94%
2015-07-12,310.4,292,315.9,291.3,120.70K,6.33%
2015-07-13,290.4,310.4,310.9,276.9,146.85K,-6.47%
2015-07-14,287,290.4,297,285.2,60.62K,-1.17%
2015-07-15,283.4,287,292.9,283.2,59.58K,-1.23%
2015-07-16,276.6,283.4,290.8,273.3,121.32K,-2.41%
2015-07-17,279.6,276.6,280.8,271.2,62.12K,1.10%
2015-07-18,274,279.6,282.5,243.2,55.34K,-1.99%
2015-07-19,273.2,274,277.1,271.9,30.20K,-0.32%
2015-07-20,277.7,273.2,278.9,271.8,46.60K,1.65%
2015-07-21,275.1,277.7,281,274.2,49.05K,-0.93%
2015-07-22,276.5,275.1,277.4,273.1,41.97K,0.50%
2015-07-23,275.5,276.5,277.9,274.5,35.66K,-0.34%
2015-07-24,288.4,275.5,289.8,274.3,74.36K,4.66%
2015-07-25,288.7,288.4,291.2,284.7,41.65K,0.13%
2015-07-26,291.8,288.7,293.3,286.8,30.99K,1.05%
2015-07-27,293,291.8,295.8,285.4,69.71K,0.42%
2015-07-28,293.7,293,296.7,291.7,49.07K,0.24%
2015-07-29,288.4,293.7,294.7,286.9,50.67K,-1.81%
2015-07-30,287,288.4,289.9,284.9,44.79K,-0.47%
2015-07-31,283.7,287,288.7,280.8,49.21K,-1.15%
2015-08-01,280.5,283.7,284.5,276.3,39.43K,-1.15%
2015-08-02,281.4,280.5,282.5,275.9,35.67K,0.32%
2015-08-03,281.6,281.4,285,278.9,45.89K,0.08%
2015-08-04,284.3,281.6,285.7,279.6,44.84K,0.97%
2015-08-05,281.7,284.3,285.5,280.5,38.29K,-0.91%
2015-08-06,278,281.7,282,276.5,33.26K,-1.32%
2015-08-07,277.9,278,279.6,274.3,42.81K,-0.04%
2015-08-08,258.6,277.9,278.9,257.4,82.54K,-6.94%
2015-08-09,263.9,258.6,266.8,258.6,57.48K,2.04%
2015-08-10,263.3,263.9,266.6,260.5,48.57K,-0.22%
2015-08-11,269,263.3,269.9,261.4,51.36K,2.18%
2015-08-12,267.7,269,271.5,263.7,56.73K,-0.51%
2015-08-13,263.4,267.7,268.4,261.3,56.49K,-1.58%
2015-08-14,265,263.4,267.2,260.2,52.33K,0.60%
2015-08-15,260.5,265,266.5,259.4,38.91K,-1.70%
2015-08-16,257.1,260.5,261.9,254.6,69.04K,-1.31%
2015-08-17,257.1,257.1,259.9,252.9,47.88K,0.00%
2015-08-18,246.7,257.1,257.5,245.7,94.50K,-4.05%
2015-08-19,226,246.7,247.9,214.3,245.82K,-8.40%
2015-08-20,234.7,226,238,225.5,90.98K,3.83%
2015-08-21,232.4,234.7,236.3,230.5,57.65K,-0.96%
2015-08-22,229.5,232.4,235.1,221,74.21K,-1.23%
2015-08-23,226.8,229.5,232.7,224.3,48.84K,-1.22%
2015-08-24,211.4,226.8,228.4,207.8,196.70K,-6.76%
2015-08-25,220.5,211.4,226.6,196.3,190.79K,4.29%
2015-08-26,225,220.5,230.7,218.8,92.81K,2.02%
2015-08-27,222.7,225,228.4,222,60.25K,-1.00%
2015-08-28,231.6,222.7,234.8,219.6,90.66K,4.00%
2015-08-29,228.5,231.6,233.1,226.4,43.74K,-1.36%
2015-08-30,228.4,228.5,232.3,225.4,39.81K,-0.04%
2015-08-31,229.5,228.4,231.8,224.2,54.51K,0.47%
2015-09-01,227.2,229.5,231.4,225.8,66.54K,-1.00%
2015-09-02,228.6,227.2,230.6,225.6,58.77K,0.64%
2015-09-03,226.2,228.6,229.6,225.4,54.15K,-1.06%
2015-09-04,230.3,226.2,231.1,225.8,61.76K,1.79%
2015-09-05,233.7,230.3,235.6,228.3,48.28K,1.49%
2015-09-06,239.9,233.7,243.6,234.7,66.27K,2.65%
2015-09-07,239.6,239.9,242.7,237.5,57.19K,-0.12%
2015-09-08,243.2,239.6,246.4,239.2,76.35K,1.53%
2015-09-09,237.4,243.2,244.3,236.5,69.26K,-2.40%
2015-09-10,238.1,237.4,240.6,234.3,60.54K,0.28%
2015-09-11,239.9,238.1,241,237.4,45.77K,0.76%
2015-09-12,235.6,239.9,240.3,233.3,43.77K,-1.79%
2015-09-13,230.2,235.6,236.2,228.3,51.60K,-2.30%
2015-09-14,229.9,230.2,232.6,226,61.10K,-0.12%
2015-09-15,229.5,229.9,242.8,228,49.52K,-0.17%
2015-09-16,228.6,229.5,230.9,225.1,51.91K,-0.41%
2015-09-17,232.7,228.6,235.2,227.9,56.06K,1.80%
2015-09-18,232.2,232.7,234.7,230.6,53.17K,-0.22%
2015-09-19,231.1,232.2,233.4,230.2,34.47K,-0.47%
2015-09-20,231.1,231.1,232.7,229.9,33.15K,0.00%
2015-09-21,226.3,231.1,231.6,225,53.43K,-2.06%
2015-09-22,230,226.3,233.2,224.1,71.55K,1.63%
2015-09-23,229.9,230,232.2,228.5,43.60K,-0.05%
2015-09-24,233.8,229.9,235.8,229.6,72.12K,1.68%
2015-09-25,235,233.8,237.6,232.7,61.58K,0.54%
2015-09-26,234.3,235,235.7,232.7,40.29K,-0.31%
2015-09-27,232.5,234.3,234.8,231.8,36.14K,-0.77%
2015-09-28,238.9,232.5,240.4,232.4,64.28K,2.74%
2015-09-29,236.7,238.9,240.4,234.8,57.30K,-0.90%
2015-09-30,235.9,236.7,237.8,234.4,50.52K,-0.33%
2015-10-01,237.1,235.9,238.7,234.7,52.88K,0.47%
2015-10-02,236.7,237.1,238.4,235.1,47.94K,-0.14%
2015-10-03,238.6,236.7,239.5,236.1,43.31K,0.79%
2015-10-04,238.3,238.6,277.6,237.5,31.85K,-0.10%
2015-10-05,240.1,238.3,240.5,236.4,61.24K,0.76%
2015-10-06,246.1,240.1,247.6,239.4,78.84K,2.49%
2015-10-07,243,246.1,247.3,241.6,62.60K,-1.28%
2015-10-08,242.6,243,244.8,241.6,44.15K,-0.16%
2015-10-09,244,242.6,244.6,241.3,40.57K,0.60%
2015-10-10,245.4,244,245.9,242.9,38.96K,0.54%
2015-10-11,247.6,245.4,248.3,244.5,41.43K,0.94%
2015-10-12,245.4,247.6,248,244.6,40.39K,-0.93%
2015-10-13,248.8,245.4,251.2,243.1,74.88K,1.40%
2015-10-14,252.3,248.8,255.1,248.3,69.58K,1.43%
2015-10-15,254.4,252.3,256.8,251.2,60.64K,0.84%
2015-10-16,262.9,254.4,267.3,253.9,95.18K,3.31%
2015-10-17,269.6,262.9,275.4,261.7,113.84K,2.55%
2015-10-18,261.7,269.6,272.4,259.5,52.27K,-2.93%
2015-10-19,263.8,261.7,266,259.9,58.17K,0.82%
2015-10-20,269.8,263.8,272.1,262.7,75.40K,2.25%
2015-10-21,267.1,269.8,272.2,263.5,59.64K,-0.98%
2015-10-22,274.4,267.1,278.7,266.8,93.15K,2.74%
2015-10-23,276.9,274.4,279.8,273.2,69.32K,0.91%
2015-10-24,282.6,276.9,283,277,60.13K,2.04%
2015-10-25,287.9,282.6,295.6,281.8,113.90K,1.88%
2015-10-26,285.1,287.9,287.6,279.6,73.21K,-0.94%
2015-10-27,294.7,285.1,298.4,285.1,105.87K,3.34%
2015-10-28,303.5,294.7,307.5,294,116.41K,3.01%
2015-10-29,313.6,303.5,318.5,300.2,138.92K,3.32%
2015-10-30,327.1,313.6,334.9,310.8,156.49K,4.30%
2015-10-31,311.2,327.1,333.3,304.6,105.83K,-4.85%
2015-11-01,323,311.2,324.3,304.7,73.71K,3.76%
2015-11-02,359.3,323,365.8,319.8,223.10K,11.25%
2015-11-03,396.5,359.3,416.8,354.6,421.99K,10.36%
2015-11-04,400.9,396.5,492.8,368.6,517.73K,1.11%
2015-11-05,382.7,400.9,447.2,366.1,302.95K,-4.54%
2015-11-06,369.8,382.7,396.4,348.8,255.28K,-3.37%
2015-11-07,385.1,369.8,391.8,369,103.03K,4.13%
2015-11-08,371.6,385.1,389.8,365.5,94.36K,-3.51%
2015-11-09,380.2,371.6,385.1,360.2,125.54K,2.33%
2015-11-10,336.7,380.2,381.4,323.2,210.29K,-11.45%
2015-11-11,304.7,336.7,341.8,292.4,263.96K,-9.50%
2015-11-12,333.9,304.7,346.1,306.1,164.61K,9.56%
2015-11-13,333.8,333.9,341.8,323.9,97.25K,-0.02%
2015-11-14,331.8,333.8,369.8,326.4,71.11K,-0.60%
2015-11-15,317.5,331.8,334.8,314.2,88.32K,-4.32%
2015-11-16,330.2,317.5,332,314.1,87.14K,4.02%
2015-11-17,333.9,330.2,342.9,328.1,98.25K,1.12%
2015-11-18,335.9,333.9,337.4,329.4,78.36K,0.60%
2015-11-19,325,335.9,335.6,323.4,86.38K,-3.26%
2015-11-20,321.1,325,327.1,309.5,109.99K,-1.19%
2015-11-21,324.7,321.1,328.4,318.4,45.00K,1.11%
2015-11-22,322.8,324.7,326.9,319.4,36.75K,-0.59%
2015-11-23,322.1,322.8,325,319.9,42.73K,-0.20%
2015-11-24,318.4,322.1,323.3,315.5,50.66K,-1.17%
2015-11-25,327.5,318.4,330,315.7,77.68K,2.88%
2015-11-26,353.7,327.5,368.9,327.4,211.38K,8.01%
2015-11-27,359.5,353.7,363.9,345.1,103.48K,1.63%
2015-11-28,355.8,359.5,360.1,350.5,56.17K,-1.03%
2015-11-29,370.8,355.8,372.8,354.5,67.37K,4.22%
2015-11-30,378,370.8,382.6,367.9,129.77K,1.92%
2015-12-01,361.8,378,379,353.7,111.91K,-4.28%
2015-12-02,360,361.8,363.4,347.2,92.45K,-0.50%
2015-12-03,360.3,360,371.4,355.5,87.23K,0.09%
2015-12-04,361.7,360.3,364,354.3,60.55K,0.38%
2015-12-05,386.7,361.7,390.3,361.5,115.20K,6.92%
2015-12-06,393.4,386.7,402.2,382.6,131.86K,1.73%
2015-12-07,394.3,393.4,398.7,381.7,96.75K,0.23%
2015-12-08,410.7,394.3,411.1,388,74.36K,4.16%
2015-12-09,416,410.7,424.6,403.3,147.36K,1.30%
2015-12-10,415.5,416,420.4,409.5,71.66K,-0.12%
2015-12-11,449.8,415.5,453.4,413.7,175.06K,8.26%
2015-12-12,432.3,449.8,467.7,403.7,211.44K,-3.90%
2015-12-13,434.7,432.3,441,420.8,64.14K,0.56%
2015-12-14,442,434.7,449.5,428.8,218.92K,1.68%
2015-12-15,462.6,442,464.2,440.7,107.06K,4.67%
2015-12-16,454,462.6,465.2,437.4,185.22K,-1.87%
2015-12-17,455.5,454,458.4,447.3,64.58K,0.34%
2015-12-18,463.2,455.5,466.1,453.5,83.41K,1.68%
2015-12-19,461.2,463.2,466,452.3,61.31K,-0.43%
2015-12-20,441.8,461.2,462.8,431.1,121.53K,-4.21%
2015-12-21,437.6,441.8,445.5,424,121.99K,-0.95%
2015-12-22,437,437.6,443.2,433.3,65.79K,-0.13%
2015-12-23,442.4,437,444.8,434.3,63.25K,1.24%
2015-12-24,453,442.4,460.6,441.8,79.60K,2.38%
2015-12-25,454,453,457.4,449.5,42.39K,0.24%
2015-12-26,415.4,454,456.5,400.5,208.58K,-8.52%
2015-12-27,422.4,415.4,425.5,406.1,67.58K,1.69%
2015-12-28,421.8,422.4,429.9,417.1,68.35K,-0.15%
2015-12-29,431.9,421.8,433.6,419.3,70.65K,2.41%
2015-12-30,427.1,431.9,435,420.8,68.27K,-1.10%
2015-12-31,430,427.1,433.1,417.1,65.21K,0.66%
2016-01-01,434,430,438,425.9,46.97K,0.94%
2016-01-02,433.7,434,437.4,430.7,33.57K,-0.06%
2016-01-03,430.7,433.7,434.1,423.1,54.83K,-0.70%
2016-01-04,433.3,430.7,435.3,428.6,53.01K,0.61%
2016-01-05,431.2,433.3,435.3,428.9,45.03K,-0.49%
2016-01-06,430.8,431.2,432.1,425,43.43K,-0.09%
2016-01-07,457,430.8,457.5,428.5,130.20K,6.09%
2016-01-08,452.9,457,462.9,446.5,91.31K,-0.91%
2016-01-09,448.3,452.9,454.5,444.9,39.81K,-1.01%
2016-01-10,446.2,448.3,448.9,438.6,44.46K,-0.47%
2016-01-11,447.7,446.2,451.1,441.8,56.59K,0.34%
2016-01-12,445,447.7,448.4,443.1,44.59K,-0.60%
2016-01-13,432.2,445,443.7,420.4,92.04K,-2.89%
2016-01-14,429.1,432.2,433.7,427,46.17K,-0.71%
2016-01-15,372.3,429.1,430.1,364.7,268.14K,-13.25%
2016-01-16,385,372.3,386.7,350.4,183.96K,3.43%
2016-01-17,382.5,385,390.7,377.7,66.09K,-0.67%
2016-01-18,384.4,382.5,387.3,373.2,69.30K,0.50%
2016-01-19,379.5,384.4,386.7,375.9,66.35K,-1.29%
2016-01-20,414.6,379.5,425.7,374,190.32K,9.26%
2016-01-21,410.2,414.6,423.4,403.9,89.94K,-1.05%
2016-01-22,382.6,410.2,411.5,374.9,144.86K,-6.73%
2016-01-23,388.6,382.6,395.4,380.3,61.38K,1.56%
2016-01-24,402.1,388.6,405.4,385.5,64.54K,3.48%
2016-01-25,392.8,402.1,403.8,386.9,67.66K,-2.33%
2016-01-26,389.8,392.8,397.7,387.9,56.81K,-0.76%
2016-01-27,395,389.8,397.4,389.4,43.68K,1.34%
2016-01-28,379.7,395,395.4,376.7,77.32K,-3.88%
2016-01-29,380.3,379.7,385.8,363.5,138.46K,0.16%
2016-01-30,377.8,380.3,381.8,375,36.18K,-0.67%
2016-01-31,369.8,377.8,380.5,366.9,39.02K,-2.10%
2016-02-01,372.2,369.8,379.8,365.3,74.35K,0.63%
2016-02-02,373.9,372.2,376.6,371.4,50.98K,0.47%
2016-02-03,368,373.9,375.9,366.2,59.81K,-1.58%
2016-02-04,390.6,368,391.8,368,101.87K,6.15%
2016-02-05,386.5,390.6,391.1,384.5,60.92K,-1.07%
2016-02-06,376.7,386.5,386.4,372.9,78.85K,-2.53%
2016-02-07,377.9,376.7,382.6,375.3,40.74K,0.33%
2016-02-08,372.6,377.9,380.9,372.1,62.24K,-1.40%
2016-02-09,375.3,372.6,377.6,371.4,55.36K,0.72%
2016-02-10,381.9,375.3,385.4,374.1,97.49K,1.75%
2016-02-11,379.5,381.9,383.2,372.8,62.65K,-0.64%
2016-02-12,384,379.5,386.4,379.3,53.76K,1.21%
2016-02-13,390.1,384,392.6,383.3,48.16K,1.58%
2016-02-14,405.5,390.1,405.9,390.1,73.59K,3.95%
2016-02-15,401.1,405.5,410.9,396.6,86.13K,-1.09%
2016-02-16,406.4,401.1,409.8,398,68.33K,1.33%
2016-02-17,417.1,406.4,421.5,405,90.32K,2.64%
2016-02-18,421.4,417.1,425.5,414.8,77.35K,1.02%
2016-02-19,420,421.4,424.3,416.4,52.24K,-0.34%
2016-02-20,440.1,420,442.7,419.5,111.63K,4.78%
2016-02-21,437.9,440.1,447.6,425.5,100.50K,-0.50%
2016-02-22,437.8,437.9,440.2,431.3,56.01K,-0.02%
2016-02-23,419.9,437.8,440.8,414.4,93.72K,-4.09%
2016-02-24,422.7,419.9,425.2,410.4,66.51K,0.67%
2016-02-25,423.5,422.7,427.2,417.5,53.54K,0.18%
2016-02-26,427.3,423.5,427.6,419.1,53.21K,0.91%
2016-02-27,431.3,427.3,434.1,427.3,42.79K,0.93%
2016-02-28,432.5,431.3,435.6,421.2,50.85K,0.27%
2016-02-29,436.2,432.5,441.3,429.8,68.77K,0.86%
2016-03-01,434,436.2,439,428.5,67.46K,-0.50%
2016-03-02,425.4,434,435.9,423.9,57.75K,-2.00%
2016-03-03,419.6,425.4,425.8,414.9,78.90K,-1.36%
2016-03-04,409.5,419.6,423.4,407.2,75.27K,-2.40%
2016-03-05,399,409.5,410.1,386.9,129.15K,-2.56%
2016-03-06,406,399,412,393.1,62.59K,1.74%
2016-03-07,414.9,406,416.6,402,61.77K,2.19%
2016-03-08,411.9,414.9,416.7,408.4,53.77K,-0.72%
2016-03-09,412.8,411.9,414.9,408.9,50.92K,0.21%
2016-03-10,415.8,412.8,417.5,410.3,55.74K,0.74%
2016-03-11,419.1,415.8,422.4,415.1,60.63K,0.79%
2016-03-12,410.4,419.1,420.7,407,59.64K,-2.09%
2016-03-13,412.4,410.4,415.9,409.6,34.98K,0.50%
2016-03-14,414.3,412.4,416.1,411.2,49.33K,0.46%
2016-03-15,415.1,414.3,417.4,412.3,48.60K,0.20%
2016-03-16,415.9,415.1,417,413.3,44.54K,0.19%
2016-03-17,418.2,415.9,419.6,415.3,43.82K,0.54%
2016-03-18,408.2,418.2,418.6,402.5,66.07K,-2.39%
2016-03-19,408.7,408.2,410.5,402.1,37.00K,0.13%
2016-03-20,411.5,408.7,413.5,407.2,30.54K,0.69%
2016-03-21,411.1,411.5,413.1,407.3,43.16K,-0.10%
2016-03-22,416.2,411.1,417.9,410.8,49.08K,1.24%
2016-03-23,417,416.2,419.6,414.2,40.61K,0.19%
2016-03-24,414.7,417,417.7,412.9,38.83K,-0.54%
2016-03-25,415.7,414.7,417.3,412.4,34.59K,0.23%
2016-03-26,416.5,415.7,417.7,413.9,28.06K,0.19%
2016-03-27,424.6,416.5,427.4,415.5,61.72K,1.94%
2016-03-28,422.2,424.6,425.4,419.7,43.45K,-0.56%
2016-03-29,415,422.2,424.5,406.4,69.11K,-1.71%
2016-03-30,412.4,415,416.2,408.4,43.28K,-0.62%
2016-03-31,415.7,412.4,417.2,411.5,41.84K,0.78%
2016-04-01,415.6,415.7,416.9,412.8,38.22K,0.00%
2016-04-02,418.5,415.6,420.1,415.1,31.31K,0.69%
2016-04-03,419.1,418.5,420.2,417,22.80K,0.13%
2016-04-04,419.3,419.1,420.4,416.2,33.44K,0.06%
2016-04-05,422.1,419.3,423.7,418,40.89K,0.65%
2016-04-06,421.3,422.1,422.8,419.5,32.67K,-0.19%
2016-04-07,420.1,421.3,422,417.9,36.06K,-0.27%
2016-04-08,417.7,420.1,423.5,415.5,46.95K,-0.58%
2016-04-09,418,417.7,418.9,412.4,29.43K,0.09%
2016-04-10,420.3,418,421.6,416.7,23.30K,0.53%
2016-04-11,421.4,420.3,422.4,418.1,36.39K,0.28%
2016-04-12,424.7,421.4,426.7,420.7,57.71K,0.79%
2016-04-13,423.5,424.7,426.6,421.4,38.09K,-0.30%
2016-04-14,424,423.5,425.4,421.8,30.66K,0.13%
2016-04-15,428.7,424,429.5,423.3,54.12K,1.10%
2016-04-16,430,428.7,432,426.8,29.02K,0.32%
2016-04-17,426.3,430,430.6,423.8,25.59K,-0.88%
2016-04-18,427.7,426.3,429.1,424.4,32.58K,0.34%
2016-04-19,434.9,427.7,436.1,426.8,45.68K,1.69%
2016-04-20,441.2,434.9,442.9,432.5,74.36K,1.43%
2016-04-21,449.3,441.2,450.8,439.5,63.13K,1.85%
2016-04-22,445.3,449.3,450.2,441.9,49.71K,-0.90%
2016-04-23,450.1,445.3,451.5,443.1,42.36K,1.08%
2016-04-24,457.6,450.1,461.8,447.9,74.43K,1.66%
2016-04-25,461.7,457.6,466.2,451.8,81.66K,0.91%
2016-04-26,466,461.7,468.9,459.2,67.56K,0.92%
2016-04-27,447,466,467.9,444.6,90.81K,-4.08%
2016-04-28,448.5,447,450.1,433.9,81.94K,0.33%
2016-04-29,455,448.5,456.3,445.2,44.85K,1.45%
2016-04-30,448.5,455,456.9,446.6,35.31K,-1.42%
2016-05-01,452.2,448.5,454.2,447.5,21.75K,0.83%
2016-05-02,444.2,452.2,453.9,440.2,73.85K,-1.78%
2016-05-03,450.3,444.2,451.5,441.5,49.75K,1.37%
2016-05-04,445.8,450.3,450.9,444.2,39.44K,-0.99%
2016-05-05,448.1,445.8,449.2,444.4,41.89K,0.51%
2016-05-06,459.6,448.1,461.5,445.7,68.43K,2.56%
2016-05-07,458.5,459.6,460.6,454.6,30.97K,-0.24%
2016-05-08,457.9,458.5,460.2,454.9,27.60K,-0.13%
2016-05-09,460.4,457.9,464.2,455.4,48.42K,0.56%
2016-05-10,449.4,460.4,462.1,446.8,59.99K,-2.41%
2016-05-11,452.5,449.4,456.1,449.6,39.97K,0.70%
2016-05-12,454.4,452.5,455.3,448.4,49.19K,0.43%
